person,img_path,img_name
Kamal_Kharrazi,data/raw\Kamal_Kharrazi\Kamal_Kharrazi_0005.jpg,Kamal_Kharrazi_0005.jpg
Kamal_Kharrazi,data/raw\Kamal_Kharrazi\Kamal_Kharrazi_0004.jpg,Kamal_Kharrazi_0004.jpg
Karin_Stoiber,data/raw\Karin_Stoiber\Karin_Stoiber_0001.jpg,Karin_Stoiber_0001.jpg
Lauren_Hutton,data/raw\Lauren_Hutton\Lauren_Hutton_0001.jpg,Lauren_Hutton_0001.jpg
LeAnn_Rimes,data/raw\LeAnn_Rimes\LeAnn_Rimes_0001.jpg,LeAnn_Rimes_0001.jpg
Lesley_McCulloch,data/raw\Lesley_McCulloch\Lesley_McCulloch_0002.jpg,Lesley_McCulloch_0002.jpg
Lesley_McCulloch,data/raw\Lesley_McCulloch\Lesley_McCulloch_0003.jpg,Lesley_McCulloch_0003.jpg
Leslie_Caldwell,data/raw\Leslie_Caldwell\Leslie_Caldwell_0002.jpg,Leslie_Caldwell_0002.jpg
Leslie_Caldwell,data/raw\Leslie_Caldwell\Leslie_Caldwell_0003.jpg,Leslie_Caldwell_0003.jpg
Max_Mayfield,data/raw\Max_Mayfield\Max_Mayfield_0001.jpg,Max_Mayfield_0001.jpg
Mike_Helton,data/raw\Mike_Helton\Mike_Helton_0001.jpg,Mike_Helton_0001.jpg
Mike_Krzyzewski,data/raw\Mike_Krzyzewski\Mike_Krzyzewski_0006.jpg,Mike_Krzyzewski_0006.jpg
Mike_Krzyzewski,data/raw\Mike_Krzyzewski\Mike_Krzyzewski_0003.jpg,Mike_Krzyzewski_0003.jpg
Mike_Krzyzewski,data/raw\Mike_Krzyzewski\Mike_Krzyzewski_0005.jpg,Mike_Krzyzewski_0005.jpg
Mike_Krzyzewski,data/raw\Mike_Krzyzewski\Mike_Krzyzewski_0004.jpg,Mike_Krzyzewski_0004.jpg
Mikhail_Wehbe,data/raw\Mikhail_Wehbe\Mikhail_Wehbe_0004.jpg,Mikhail_Wehbe_0004.jpg
Mikhail_Wehbe,data/raw\Mikhail_Wehbe\Mikhail_Wehbe_0001.jpg,Mikhail_Wehbe_0001.jpg
Mikhail_Wehbe,data/raw\Mikhail_Wehbe\Mikhail_Wehbe_0003.jpg,Mikhail_Wehbe_0003.jpg
Mohammed_Baqir_al-Hakim,data/raw\Mohammed_Baqir_al-Hakim\Mohammed_Baqir_al-Hakim_0002.jpg,Mohammed_Baqir_al-Hakim_0002.jpg
Mohammed_Baqir_al-Hakim,data/raw\Mohammed_Baqir_al-Hakim\Mohammed_Baqir_al-Hakim_0003.jpg,Mohammed_Baqir_al-Hakim_0003.jpg
Nadia_Petrova,data/raw\Nadia_Petrova\Nadia_Petrova_0005.jpg,Nadia_Petrova_0005.jpg
Nadia_Petrova,data/raw\Nadia_Petrova\Nadia_Petrova_0003.jpg,Nadia_Petrova_0003.jpg
Nadia_Petrova,data/raw\Nadia_Petrova\Nadia_Petrova_0001.jpg,Nadia_Petrova_0001.jpg
Nadia_Petrova,data/raw\Nadia_Petrova\Nadia_Petrova_0004.jpg,Nadia_Petrova_0004.jpg
Natalie_Cole,data/raw\Natalie_Cole\Natalie_Cole_0002.jpg,Natalie_Cole_0002.jpg
Natalie_Cole,data/raw\Natalie_Cole\Natalie_Cole_0003.jpg,Natalie_Cole_0003.jpg
Norm_Coleman,data/raw\Norm_Coleman\Norm_Coleman_0006.jpg,Norm_Coleman_0006.jpg
Norm_Coleman,data/raw\Norm_Coleman\Norm_Coleman_0003.jpg,Norm_Coleman_0003.jpg
Norm_Coleman,data/raw\Norm_Coleman\Norm_Coleman_0005.jpg,Norm_Coleman_0005.jpg
Norm_Coleman,data/raw\Norm_Coleman\Norm_Coleman_0004.jpg,Norm_Coleman_0004.jpg
Norm_Coleman,data/raw\Norm_Coleman\Norm_Coleman_0007.jpg,Norm_Coleman_0007.jpg
Oxana_Fedorova,data/raw\Oxana_Fedorova\Oxana_Fedorova_0004.jpg,Oxana_Fedorova_0004.jpg
Oxana_Fedorova,data/raw\Oxana_Fedorova\Oxana_Fedorova_0001.jpg,Oxana_Fedorova_0001.jpg
Oxana_Fedorova,data/raw\Oxana_Fedorova\Oxana_Fedorova_0003.jpg,Oxana_Fedorova_0003.jpg
Paris_Hilton,data/raw\Paris_Hilton\Paris_Hilton_0001.jpg,Paris_Hilton_0001.jpg
Paul_Kagame,data/raw\Paul_Kagame\Paul_Kagame_0001.jpg,Paul_Kagame_0001.jpg
Pedro_Malan,data/raw\Pedro_Malan\Pedro_Malan_0005.jpg,Pedro_Malan_0005.jpg
Pedro_Malan,data/raw\Pedro_Malan\Pedro_Malan_0003.jpg,Pedro_Malan_0003.jpg
Pedro_Malan,data/raw\Pedro_Malan\Pedro_Malan_0001.jpg,Pedro_Malan_0001.jpg
Pedro_Malan,data/raw\Pedro_Malan\Pedro_Malan_0004.jpg,Pedro_Malan_0004.jpg
Peter_Bacanovic,data/raw\Peter_Bacanovic\Peter_Bacanovic_0001.jpg,Peter_Bacanovic_0001.jpg
Prince_Harry,data/raw\Prince_Harry\Prince_Harry_0002.jpg,Prince_Harry_0002.jpg
Prince_Harry,data/raw\Prince_Harry\Prince_Harry_0003.jpg,Prince_Harry_0003.jpg
Rachel_Hunter,data/raw\Rachel_Hunter\Rachel_Hunter_0004.jpg,Rachel_Hunter_0004.jpg
Rachel_Hunter,data/raw\Rachel_Hunter\Rachel_Hunter_0001.jpg,Rachel_Hunter_0001.jpg
Rachel_Hunter,data/raw\Rachel_Hunter\Rachel_Hunter_0003.jpg,Rachel_Hunter_0003.jpg
Raymond_Odierno,data/raw\Raymond_Odierno\Raymond_Odierno_0001.jpg,Raymond_Odierno_0001.jpg
Reese_Witherspoon,data/raw\Reese_Witherspoon\Reese_Witherspoon_0004.jpg,Reese_Witherspoon_0004.jpg
Reese_Witherspoon,data/raw\Reese_Witherspoon\Reese_Witherspoon_0001.jpg,Reese_Witherspoon_0001.jpg
Reese_Witherspoon,data/raw\Reese_Witherspoon\Reese_Witherspoon_0003.jpg,Reese_Witherspoon_0003.jpg
Richard_Shelby,data/raw\Richard_Shelby\Richard_Shelby_0001.jpg,Richard_Shelby_0001.jpg
Richie_Adubato,data/raw\Richie_Adubato\Richie_Adubato_0001.jpg,Richie_Adubato_0001.jpg
Robert_Blackwill,data/raw\Robert_Blackwill\Robert_Blackwill_0001.jpg,Robert_Blackwill_0001.jpg
Robert_Horan,data/raw\Robert_Horan\Robert_Horan_0001.jpg,Robert_Horan_0001.jpg
Robin_McLaurin_Williams,data/raw\Robin_McLaurin_Williams\Robin_McLaurin_Williams_0001.jpg,Robin_McLaurin_Williams_0001.jpg
Rod_Stewart,data/raw\Rod_Stewart\Rod_Stewart_0002.jpg,Rod_Stewart_0002.jpg
Rod_Stewart,data/raw\Rod_Stewart\Rod_Stewart_0003.jpg,Rod_Stewart_0003.jpg
Sally_Kirkland,data/raw\Sally_Kirkland\Sally_Kirkland_0004.jpg,Sally_Kirkland_0004.jpg
Sally_Kirkland,data/raw\Sally_Kirkland\Sally_Kirkland_0001.jpg,Sally_Kirkland_0001.jpg
Sally_Kirkland,data/raw\Sally_Kirkland\Sally_Kirkland_0003.jpg,Sally_Kirkland_0003.jpg
Sarah_Hughes,data/raw\Sarah_Hughes\Sarah_Hughes_0006.jpg,Sarah_Hughes_0006.jpg
Sarah_Hughes,data/raw\Sarah_Hughes\Sarah_Hughes_0003.jpg,Sarah_Hughes_0003.jpg
Sarah_Hughes,data/raw\Sarah_Hughes\Sarah_Hughes_0005.jpg,Sarah_Hughes_0005.jpg
Sarah_Hughes,data/raw\Sarah_Hughes\Sarah_Hughes_0004.jpg,Sarah_Hughes_0004.jpg
Sean_Astin,data/raw\Sean_Astin\Sean_Astin_0002.jpg,Sean_Astin_0002.jpg
Sean_Astin,data/raw\Sean_Astin\Sean_Astin_0003.jpg,Sean_Astin_0003.jpg
Sharon_Frey,data/raw\Sharon_Frey\Sharon_Frey_0001.jpg,Sharon_Frey_0001.jpg
Stephen_Daldry,data/raw\Stephen_Daldry\Stephen_Daldry_0001.jpg,Stephen_Daldry_0001.jpg
Stockard_Channing,data/raw\Stockard_Channing\Stockard_Channing_0002.jpg,Stockard_Channing_0002.jpg
Stockard_Channing,data/raw\Stockard_Channing\Stockard_Channing_0003.jpg,Stockard_Channing_0003.jpg
Sue_Wicks,data/raw\Sue_Wicks\Sue_Wicks_0001.jpg,Sue_Wicks_0001.jpg
Terry_McAuliffe,data/raw\Terry_McAuliffe\Terry_McAuliffe_0002.jpg,Terry_McAuliffe_0002.jpg
Terry_McAuliffe,data/raw\Terry_McAuliffe\Terry_McAuliffe_0003.jpg,Terry_McAuliffe_0003.jpg
Thomas_OBrien,data/raw\Thomas_OBrien\Thomas_OBrien_0006.jpg,Thomas_OBrien_0006.jpg
Thomas_OBrien,data/raw\Thomas_OBrien\Thomas_OBrien_0001.jpg,Thomas_OBrien_0001.jpg
Thomas_OBrien,data/raw\Thomas_OBrien\Thomas_OBrien_0009.jpg,Thomas_OBrien_0009.jpg
Thomas_OBrien,data/raw\Thomas_OBrien\Thomas_OBrien_0003.jpg,Thomas_OBrien_0003.jpg
Thomas_OBrien,data/raw\Thomas_OBrien\Thomas_OBrien_0005.jpg,Thomas_OBrien_0005.jpg
Thomas_OBrien,data/raw\Thomas_OBrien\Thomas_OBrien_0004.jpg,Thomas_OBrien_0004.jpg
Thomas_OBrien,data/raw\Thomas_OBrien\Thomas_OBrien_0007.jpg,Thomas_OBrien_0007.jpg
Vitali_Klitschko,data/raw\Vitali_Klitschko\Vitali_Klitschko_0004.jpg,Vitali_Klitschko_0004.jpg
Vitali_Klitschko,data/raw\Vitali_Klitschko\Vitali_Klitschko_0001.jpg,Vitali_Klitschko_0001.jpg
Vitali_Klitschko,data/raw\Vitali_Klitschko\Vitali_Klitschko_0003.jpg,Vitali_Klitschko_0003.jpg
Vladimir_Voltchkov,data/raw\Vladimir_Voltchkov\Vladimir_Voltchkov_0001.jpg,Vladimir_Voltchkov_0001.jpg
Warren_Buffett,data/raw\Warren_Buffett\Warren_Buffett_0002.jpg,Warren_Buffett_0002.jpg
Warren_Buffett,data/raw\Warren_Buffett\Warren_Buffett_0003.jpg,Warren_Buffett_0003.jpg
Wayne_Ferreira,data/raw\Wayne_Ferreira\Wayne_Ferreira_0005.jpg,Wayne_Ferreira_0005.jpg
Wayne_Ferreira,data/raw\Wayne_Ferreira\Wayne_Ferreira_0003.jpg,Wayne_Ferreira_0003.jpg
Wayne_Ferreira,data/raw\Wayne_Ferreira\Wayne_Ferreira_0001.jpg,Wayne_Ferreira_0001.jpg
Wayne_Ferreira,data/raw\Wayne_Ferreira\Wayne_Ferreira_0004.jpg,Wayne_Ferreira_0004.jpg
William_Macy,data/raw\William_Macy\William_Macy_0005.jpg,William_Macy_0005.jpg
William_Macy,data/raw\William_Macy\William_Macy_0003.jpg,William_Macy_0003.jpg
William_Macy,data/raw\William_Macy\William_Macy_0001.jpg,William_Macy_0001.jpg
William_Macy,data/raw\William_Macy\William_Macy_0004.jpg,William_Macy_0004.jpg
Winona_Ryder,data/raw\Winona_Ryder\Winona_Ryder_0010.jpg,Winona_Ryder_0010.jpg
Winona_Ryder,data/raw\Winona_Ryder\Winona_Ryder_0014.jpg,Winona_Ryder_0014.jpg
Winona_Ryder,data/raw\Winona_Ryder\Winona_Ryder_0002.jpg,Winona_Ryder_0002.jpg
Winona_Ryder,data/raw\Winona_Ryder\Winona_Ryder_0022.jpg,Winona_Ryder_0022.jpg
Winona_Ryder,data/raw\Winona_Ryder\Winona_Ryder_0006.jpg,Winona_Ryder_0006.jpg
Winona_Ryder,data/raw\Winona_Ryder\Winona_Ryder_0003.jpg,Winona_Ryder_0003.jpg
Winona_Ryder,data/raw\Winona_Ryder\Winona_Ryder_0013.jpg,Winona_Ryder_0013.jpg
Winona_Ryder,data/raw\Winona_Ryder\Winona_Ryder_0016.jpg,Winona_Ryder_0016.jpg
Winona_Ryder,data/raw\Winona_Ryder\Winona_Ryder_0004.jpg,Winona_Ryder_0004.jpg
Winona_Ryder,data/raw\Winona_Ryder\Winona_Ryder_0005.jpg,Winona_Ryder_0005.jpg
Winona_Ryder,data/raw\Winona_Ryder\Winona_Ryder_0023.jpg,Winona_Ryder_0023.jpg
Winona_Ryder,data/raw\Winona_Ryder\Winona_Ryder_0018.jpg,Winona_Ryder_0018.jpg
Winona_Ryder,data/raw\Winona_Ryder\Winona_Ryder_0021.jpg,Winona_Ryder_0021.jpg
Winona_Ryder,data/raw\Winona_Ryder\Winona_Ryder_0024.jpg,Winona_Ryder_0024.jpg
Winona_Ryder,data/raw\Winona_Ryder\Winona_Ryder_0008.jpg,Winona_Ryder_0008.jpg
Winona_Ryder,data/raw\Winona_Ryder\Winona_Ryder_0011.jpg,Winona_Ryder_0011.jpg
Winona_Ryder,data/raw\Winona_Ryder\Winona_Ryder_0015.jpg,Winona_Ryder_0015.jpg
Winona_Ryder,data/raw\Winona_Ryder\Winona_Ryder_0020.jpg,Winona_Ryder_0020.jpg
Winona_Ryder,data/raw\Winona_Ryder\Winona_Ryder_0007.jpg,Winona_Ryder_0007.jpg
Wolfgang_Schuessel,data/raw\Wolfgang_Schuessel\Wolfgang_Schuessel_0004.jpg,Wolfgang_Schuessel_0004.jpg
Wolfgang_Schuessel,data/raw\Wolfgang_Schuessel\Wolfgang_Schuessel_0001.jpg,Wolfgang_Schuessel_0001.jpg
Wolfgang_Schuessel,data/raw\Wolfgang_Schuessel\Wolfgang_Schuessel_0003.jpg,Wolfgang_Schuessel_0003.jpg
Woody_Allen,data/raw\Woody_Allen\Woody_Allen_0005.jpg,Woody_Allen_0005.jpg
Woody_Allen,data/raw\Woody_Allen\Woody_Allen_0003.jpg,Woody_Allen_0003.jpg
Woody_Allen,data/raw\Woody_Allen\Woody_Allen_0001.jpg,Woody_Allen_0001.jpg
Woody_Allen,data/raw\Woody_Allen\Woody_Allen_0004.jpg,Woody_Allen_0004.jpg
Yevgeny_Kafelnikov,data/raw\Yevgeny_Kafelnikov\Yevgeny_Kafelnikov_0004.jpg,Yevgeny_Kafelnikov_0004.jpg
Yevgeny_Kafelnikov,data/raw\Yevgeny_Kafelnikov\Yevgeny_Kafelnikov_0001.jpg,Yevgeny_Kafelnikov_0001.jpg
Yevgeny_Kafelnikov,data/raw\Yevgeny_Kafelnikov\Yevgeny_Kafelnikov_0003.jpg,Yevgeny_Kafelnikov_0003.jpg
Yuri_Malenchenko,data/raw\Yuri_Malenchenko\Yuri_Malenchenko_0001.jpg,Yuri_Malenchenko_0001.jpg
